account_id,account_type,snapshot_date,employee_count,industry,intent_score,mql_count_90d,trial_started,trial_active_users,web_touchpoints_90d,sales_contacts_90d,converted_within_90d
ACC-00424,Suspect,2025-08-24,125,Healthcare,,0,1,7,4,2,0
ACC-00425,Suspect,2025-12-14,288,Software,,0,1,2,4,2,0
ACC-00426,Former Customer,2025-10-29,6,Financial Services,,0,1,0,0,6,0
ACC-00427,Suspect,2025-10-26,15,Manufacturing,24.0,0,0,0,0,1,0
ACC-00428,Prospect,2025-12-19,128,Financial Services,6.5,1,0,0,5,0,0
ACC-00430,Prospect,2025-11-01,65,Manufacturing,,5,0,0,3,4,0
ACC-00432,Prospect,2025-08-20,83,Software,41.4,2,0,0,0,2,0
ACC-00434,Suspect,2026-01-13,96,Manufacturing,,2,0,0,4,0,0
ACC-00435,Suspect,2026-02-02,41,Professional Services,30.5,2,0,0,0,0,0
ACC-00436,Suspect,2025-09-19,309,Professional Services,61.3,0,0,0,7,0,0
ACC-00437,Former Customer,2025-09-16,172,Professional Services,,2,0,0,2,2,0
ACC-00439,Suspect,2026-03-03,53,Software,34.7,1,0,0,1,0,0
ACC-00440,Prospect,2025-10-09,174,Healthcare,7.9,0,0,0,0,0,0
ACC-00441,Prospect,2026-01-19,141,Healthcare,,0,1,1,0,0,0
ACC-00442,Prospect,2025-12-11,15,Software,22.7,2,0,0,6,0,0
ACC-00443,Prospect,2025-11-03,218,Retail,,2,1,0,0,5,0
ACC-00444,Former Customer,2025-06-22,29,Professional Services,18.3,2,0,0,3,3,0
ACC-00445,Suspect,2025-09-08,195,Retail,17.2,0,0,0,7,2,0
ACC-00446,Prospect,2025-02-02,222,Healthcare,,3,0,0,6,0,0
ACC-00447,Prospect,2025-05-08,46,Software,33.7,0,1,2,5,3,0
ACC-00448,Prospect,2025-09-25,8,Retail,,0,0,0,6,0,0
ACC-00450,Prospect,2025-03-31,85,Software,,0,0,0,0,0,0
ACC-00451,Prospect,2024-12-28,73,Healthcare,26.3,0,0,0,4,1,0
ACC-00452,Prospect,2025-10-09,151,Manufacturing,,2,1,4,8,3,0
ACC-00454,Prospect,2025-02-18,42,Professional Services,,0,0,0,1,0,0
ACC-00455,Suspect,2025-11-06,449,Professional Services,,1,0,0,0,3,0
ACC-00456,Former Customer,2026-05-22,293,Healthcare,36.5,3,0,0,0,0,0
ACC-00457,Prospect,2025-11-12,109,Healthcare,43.3,6,1,3,9,0,0
ACC-00458,Suspect,2025-08-02,23,Healthcare,37.7,1,0,0,2,0,0
ACC-00459,Prospect,2025-04-25,17,Financial Services,35.0,0,0,0,10,3,0
ACC-00460,Former Customer,2025-03-03,26,Professional Services,15.0,4,0,0,0,0,0
ACC-00462,Suspect,2026-05-08,57,Professional Services,,1,1,2,5,0,0
ACC-00463,Suspect,2025-09-21,22,Manufacturing,15.1,0,0,0,3,2,0
ACC-00464,Prospect,2025-10-15,68,Financial Services,31.4,0,0,0,3,0,0
ACC-00465,Prospect,2026-02-21,419,Professional Services,4.4,0,0,0,3,3,0
ACC-00466,Suspect,2025-08-22,88,Manufacturing,25.5,0,0,0,6,0,0
ACC-00468,Prospect,2025-09-06,124,Manufacturing,,3,0,0,4,3,0
ACC-00469,Suspect,2025-03-29,217,Healthcare,,3,0,0,5,4,0
ACC-00472,Prospect,2024-12-24,32,Manufacturing,16.4,4,0,0,0,2,0
ACC-00473,Prospect,2025-07-28,56,Manufacturing,,4,0,0,0,3,0
ACC-00474,Prospect,2026-06-18,16,Retail,18.5,1,0,0,3,2,0
ACC-00475,Suspect,2026-03-11,437,Retail,,3,0,0,8,5,0
ACC-00477,Prospect,2025-05-28,148,Healthcare,,3,0,0,0,2,0
ACC-00478,Former Customer,2026-02-09,173,Financial Services,,0,0,0,3,0,0
ACC-00480,Prospect,2025-05-19,64,Software,29.2,2,0,0,2,1,0
ACC-00482,Suspect,2025-11-13,60,Healthcare,,1,0,0,0,0,0
ACC-00484,Prospect,2025-09-04,21,Retail,4.0,0,1,3,0,4,0
ACC-00485,Prospect,2026-04-02,61,Professional Services,29.6,1,1,1,9,3,0
ACC-00486,Prospect,2026-05-12,145,Software,10.4,1,0,0,2,0,0
ACC-00487,Former Customer,2025-11-20,645,Manufacturing,44.2,1,0,0,3,2,0
ACC-00488,Prospect,2026-05-20,441,Software,,3,0,0,0,2,0
ACC-00489,Prospect,2026-02-15,126,Manufacturing,,0,1,2,2,1,0
ACC-00490,Prospect,2025-09-27,104,Software,24.5,0,0,0,5,0,0
ACC-00491,Prospect,2025-09-23,115,Professional Services,33.4,0,1,3,0,0,0
ACC-00493,Prospect,2025-07-23,130,Retail,,3,0,0,9,2,0
ACC-00494,Prospect,2025-07-27,23,Professional Services,57.6,3,0,0,5,4,0
ACC-00495,Prospect,2024-11-03,28,Manufacturing,11.1,2,0,0,4,3,0
ACC-00496,Prospect,2025-07-05,251,Financial Services,,3,0,0,0,1,0
ACC-00497,Prospect,2026-01-06,29,Manufacturing,18.8,0,0,0,4,2,0
ACC-00499,Prospect,2025-02-14,24,Professional Services,21.7,1,0,0,4,0,0
ACC-00500,Suspect,2026-03-20,21,Professional Services,2.5,0,0,0,6,0,0
ACC-00502,Suspect,2025-09-05,145,Professional Services,,0,0,0,4,3,0
ACC-00503,Prospect,2025-10-29,5,Retail,54.9,1,0,0,3,0,1
ACC-00505,Prospect,2025-08-26,52,Retail,49.5,1,0,0,0,0,0
ACC-00507,Suspect,2025-09-02,124,Healthcare,43.8,3,1,2,9,0,0
ACC-00508,Former Customer,2025-12-17,35,Professional Services,27.2,1,0,0,0,2,0
ACC-00509,Suspect,2025-08-07,84,Software,19.5,0,1,0,10,1,0
ACC-00510,Suspect,2024-12-26,141,Software,,2,0,0,5,3,0
ACC-00511,Prospect,2026-02-20,11,Financial Services,16.8,0,0,0,2,0,0
ACC-00512,Prospect,2025-01-12,12,Healthcare,8.3,0,0,0,0,7,0
ACC-00513,Prospect,2025-05-23,6,Professional Services,7.9,3,0,0,0,3,0
ACC-00514,Prospect,2026-01-20,148,Manufacturing,14.9,2,0,0,5,2,0
ACC-00515,Prospect,2025-09-17,7,Retail,23.0,0,1,4,4,0,0
ACC-00516,Prospect,2026-05-22,133,Healthcare,31.9,5,0,0,8,0,0
ACC-00517,Suspect,2025-06-10,176,Professional Services,39.5,3,0,0,2,1,0
ACC-00518,Suspect,2025-07-02,115,Healthcare,,0,1,4,0,3,1
ACC-00519,Suspect,2025-11-09,70,Manufacturing,39.7,0,0,0,1,1,0
ACC-00520,Prospect,2026-06-14,34,Manufacturing,,1,1,1,0,7,0
ACC-00521,Prospect,2026-06-16,196,Manufacturing,,6,0,0,1,0,0
ACC-00522,Prospect,2026-05-07,35,Manufacturing,,1,0,0,6,4,0
ACC-00523,Former Customer,2026-01-31,14,Retail,43.5,1,0,0,0,0,0
ACC-00524,Prospect,2025-11-02,26,Professional Services,9.5,6,0,0,4,0,0
ACC-00526,Suspect,2025-06-20,218,Financial Services,13.9,2,0,0,7,4,0
ACC-00528,Prospect,2026-05-31,23,Software,,4,0,0,5,0,0
ACC-00529,Prospect,2025-11-11,17,Professional Services,12.9,0,0,0,0,1,0
ACC-00530,Suspect,2025-03-23,95,Financial Services,37.1,4,0,0,6,4,0
ACC-00532,Suspect,2025-03-10,55,Financial Services,,0,1,0,3,3,0
ACC-00534,Prospect,2024-10-19,143,Retail,1.5,0,0,0,5,1,0
ACC-00535,Former Customer,2024-12-31,16,Financial Services,31.4,0,0,0,2,0,0
ACC-00538,Prospect,2026-06-26,273,Manufacturing,,2,0,0,0,0,0
ACC-00540,Suspect,2026-02-23,37,Software,,1,0,0,7,4,0
ACC-00542,Suspect,2026-04-11,59,Manufacturing,14.3,1,0,0,4,0,0
ACC-00543,Suspect,2025-10-24,257,Professional Services,,0,0,0,4,5,0
ACC-00544,Prospect,2024-12-30,9,Professional Services,,2,0,0,0,0,0
ACC-00545,Suspect,2025-10-23,51,Healthcare,,0,1,0,7,0,0
ACC-00546,Former Customer,2026-02-24,75,Software,30.9,1,1,7,1,1,0
ACC-00547,Suspect,2024-11-29,93,Financial Services,22.8,0,1,3,0,0,0
ACC-00548,Suspect,2025-01-30,450,Manufacturing,,0,0,0,1,3,0
ACC-00549,Prospect,2025-07-24,5,Software,37.8,0,0,0,4,3,0
ACC-00551,Prospect,2026-04-01,164,Software,12.8,0,0,0,0,1,0
ACC-00553,Prospect,2025-03-27,229,Software,10.3,1,1,2,0,2,0
ACC-00554,Suspect,2025-09-26,48,Financial Services,2.0,3,0,0,0,4,1
ACC-00555,Suspect,2024-12-31,24,Healthcare,,0,0,0,1,3,0
ACC-00556,Prospect,2025-05-18,242,Manufacturing,20.6,0,0,0,0,3,0
ACC-00557,Prospect,2026-07-05,18,Healthcare,,0,1,5,0,3,0
ACC-00559,Prospect,2025-06-22,413,Professional Services,28.7,1,1,2,3,0,0
ACC-00560,Prospect,2026-01-20,1030,Manufacturing,22.2,2,1,1,0,5,1
ACC-00562,Prospect,2025-12-02,172,Healthcare,4.9,0,1,0,11,3,0
ACC-00563,Prospect,2026-04-09,48,Healthcare,7.2,1,0,0,0,0,0
ACC-00565,Suspect,2025-06-23,150,Retail,49.9,1,0,0,7,0,1
ACC-00566,Suspect,2026-02-05,27,Retail,,1,1,1,0,8,0
ACC-00567,Prospect,2025-03-06,379,Retail,27.6,3,0,0,1,0,0
ACC-00568,Suspect,2025-09-15,157,Healthcare,21.5,0,1,3,0,2,1
ACC-00569,Suspect,2025-02-08,47,Financial Services,,0,0,0,7,1,0
ACC-00571,Prospect,2025-04-14,107,Professional Services,,2,1,1,4,3,0
ACC-00572,Prospect,2025-04-03,211,Retail,,0,0,0,6,0,0
ACC-00573,Prospect,2025-08-24,267,Manufacturing,,0,1,0,0,0,0
ACC-00574,Prospect,2025-03-10,46,Software,33.1,0,0,0,5,5,0
ACC-00575,Prospect,2026-04-12,77,Retail,,0,0,0,0,1,0
ACC-00576,Prospect,2026-02-15,58,Manufacturing,20.1,0,0,0,1,4,0
ACC-00578,Prospect,2026-04-18,246,Financial Services,,1,0,0,1,0,0
ACC-00579,Prospect,2025-03-31,76,Retail,,1,0,0,5,1,0
ACC-00580,Suspect,2025-06-19,7,Financial Services,13.7,0,1,2,0,0,0
ACC-00582,Prospect,2026-01-10,208,Healthcare,,2,0,0,0,1,0
ACC-00583,Suspect,2025-09-27,26,Healthcare,,0,0,0,3,0,1
ACC-00584,Prospect,2025-01-06,25,Retail,32.2,0,0,0,0,3,0
ACC-00585,Former Customer,2025-11-04,5,Software,,1,0,0,3,4,0
ACC-00588,Suspect,2026-05-28,30,Manufacturing,40.9,1,0,0,6,0,0
ACC-00589,Prospect,2025-07-04,112,Manufacturing,22.8,0,0,0,8,2,0
ACC-00590,Prospect,2025-07-27,139,Software,30.7,2,0,0,6,0,0
ACC-00591,Former Customer,2024-10-11,61,Financial Services,,0,0,0,1,4,0
ACC-00592,Prospect,2026-02-22,148,Manufacturing,34.4,0,0,0,3,4,0
ACC-00593,Prospect,2025-06-03,22,Professional Services,12.5,2,1,0,2,0,1
ACC-00594,Prospect,2026-03-12,207,Retail,18.5,0,0,0,7,0,0
ACC-00595,Prospect,2025-12-26,19,Healthcare,,0,0,0,2,0,0
ACC-00596,Former Customer,2025-09-03,139,Software,,0,0,0,3,0,0
ACC-00599,Prospect,2025-11-18,38,Retail,,0,0,0,2,0,0
ACC-00600,Suspect,2025-11-21,39,Software,,3,1,1,4,2,0
ACC-00601,Suspect,2026-01-30,136,Healthcare,19.6,3,0,0,5,0,0
ACC-00603,Suspect,2025-04-19,39,Software,11.3,4,0,0,2,2,0
ACC-00604,Prospect,2025-07-23,64,Manufacturing,,0,1,2,0,4,0
ACC-00605,Former Customer,2025-11-01,27,Professional Services,,0,0,0,6,0,0
ACC-00606,Suspect,2024-11-28,36,Financial Services,39.7,3,0,0,2,5,0
ACC-00607,Former Customer,2026-03-03,110,Manufacturing,,0,0,0,0,0,1
ACC-00608,Former Customer,2026-04-12,133,Retail,8.3,1,0,0,6,3,0
ACC-00609,Prospect,2026-04-05,3,Professional Services,25.4,1,0,0,0,3,0
ACC-00610,Prospect,2025-08-24,23,Retail,7.8,1,1,2,0,0,0
ACC-00611,Prospect,2025-02-23,76,Financial Services,,0,0,0,1,0,0
ACC-00612,Prospect,2024-12-25,296,Healthcare,19.5,0,0,0,1,1,0
ACC-00613,Prospect,2025-05-11,82,Software,,2,0,0,0,3,0
ACC-00615,Former Customer,2026-02-23,308,Healthcare,,3,1,2,5,2,0
ACC-00616,Prospect,2026-05-21,64,Healthcare,25.7,1,0,0,0,2,0
ACC-00618,Prospect,2025-09-07,113,Retail,33.8,1,0,0,5,0,0
ACC-00620,Suspect,2025-11-30,165,Manufacturing,,0,0,0,2,1,0
ACC-00621,Prospect,2025-01-23,43,Professional Services,7.7,0,0,0,4,1,0
ACC-00622,Prospect,2026-01-13,21,Financial Services,,1,0,0,0,0,0
ACC-00623,Suspect,2025-12-18,137,Manufacturing,,1,0,0,3,1,0
ACC-00626,Prospect,2025-09-03,153,Retail,,5,0,0,8,0,1
ACC-00627,Suspect,2026-05-18,89,Financial Services,,1,0,0,3,0,0
ACC-00628,Suspect,2025-04-01,62,Manufacturing,66.5,0,0,0,0,0,0
ACC-00630,Suspect,2025-11-07,32,Software,5.4,1,0,0,5,3,0
ACC-00632,Suspect,2025-06-05,15,Retail,,0,0,0,1,0,0
ACC-00634,Suspect,2025-12-03,40,Manufacturing,5.2,0,0,0,1,1,0
ACC-00635,Prospect,2025-12-10,60,Financial Services,23.0,0,1,3,0,3,0
ACC-00636,Prospect,2026-01-12,58,Retail,,1,0,0,0,1,0
ACC-00637,Prospect,2025-07-31,139,Manufacturing,,0,0,0,5,2,0
ACC-00638,Suspect,2025-08-09,39,Manufacturing,,3,0,0,1,1,0
ACC-00639,Suspect,2026-03-27,137,Manufacturing,,0,0,0,0,2,0
ACC-00640,Prospect,2025-10-25,59,Software,10.0,0,1,2,3,0,0
ACC-00641,Prospect,2025-10-04,15,Healthcare,14.1,0,0,0,2,5,0
ACC-00642,Suspect,2026-03-02,67,Software,,0,0,0,0,4,0
ACC-00643,Prospect,2026-02-07,221,Retail,2.9,2,0,0,0,1,0
ACC-00644,Prospect,2025-07-25,273,Software,58.2,2,0,0,0,0,0
ACC-00645,Suspect,2025-02-27,8,Retail,,0,0,0,9,0,0
ACC-00647,Former Customer,2025-08-15,26,Retail,,0,1,0,5,3,0
ACC-00648,Prospect,2026-04-19,24,Financial Services,15.4,2,0,0,0,0,0
ACC-00649,Former Customer,2025-03-21,83,Professional Services,,1,0,0,0,0,0
ACC-00650,Prospect,2025-12-30,328,Manufacturing,25.7,0,0,0,2,3,0
ACC-00651,Suspect,2025-03-21,82,Retail,,0,1,3,5,0,0
ACC-00652,Suspect,2025-10-02,47,Retail,,1,0,0,5,0,0
ACC-00653,Former Customer,2025-09-01,12,Manufacturing,7.4,0,0,0,2,0,0
ACC-00654,Suspect,2025-04-24,283,Software,22.0,0,0,0,0,4,0
ACC-00655,Suspect,2025-08-26,70,Manufacturing,16.2,3,0,0,2,0,0
ACC-00656,Former Customer,2025-08-06,52,Manufacturing,,5,1,0,4,0,0
ACC-00658,Suspect,2026-05-19,41,Healthcare,28.1,1,0,0,6,4,0
ACC-00660,Prospect,2025-10-30,90,Software,31.2,0,1,0,0,0,0
ACC-00661,Suspect,2026-01-27,33,Retail,41.0,0,1,0,5,2,0
ACC-00662,Suspect,2026-03-26,830,Financial Services,15.8,4,0,0,5,1,0
ACC-00663,Suspect,2026-04-10,87,Manufacturing,37.2,0,0,0,3,0,0
ACC-00664,Prospect,2026-01-25,47,Manufacturing,17.9,1,0,0,0,1,0
ACC-00665,Prospect,2025-12-31,99,Professional Services,5.6,1,0,0,5,0,0
ACC-00666,Prospect,2025-06-29,35,Healthcare,,0,0,0,0,1,0
ACC-00667,Prospect,2025-11-14,26,Financial Services,71.8,0,0,0,0,3,0
ACC-00668,Prospect,2024-12-08,281,Professional Services,26.7,0,0,0,7,4,0
ACC-00670,Former Customer,2025-07-10,144,Retail,,1,0,0,4,0,0
ACC-00671,Suspect,2026-03-03,119,Software,,0,0,0,1,3,0
ACC-00672,Former Customer,2025-10-26,22,Retail,33.1,1,0,0,5,3,0
ACC-00673,Prospect,2025-10-08,84,Professional Services,50.5,2,0,0,2,2,0
ACC-00674,Prospect,2025-04-07,51,Retail,12.8,0,0,0,3,0,0
ACC-00675,Former Customer,2025-01-12,40,Financial Services,23.2,0,1,2,0,3,0
ACC-00676,Suspect,2024-10-04,50,Professional Services,22.1,0,0,0,10,0,0
ACC-00677,Suspect,2025-09-23,19,Manufacturing,54.0,1,0,0,3,0,0
ACC-00678,Prospect,2025-07-10,136,Financial Services,7.3,1,0,0,2,1,0
ACC-00679,Suspect,2025-02-19,129,Software,20.1,0,0,0,0,1,0
ACC-00680,Prospect,2025-11-29,336,Software,,2,0,0,6,3,0
ACC-00681,Prospect,2025-03-04,113,Manufacturing,16.2,0,0,0,9,0,0
ACC-00683,Suspect,2025-11-08,289,Software,30.8,2,0,0,0,0,0
ACC-00684,Suspect,2025-07-29,28,Software,30.1,2,0,0,0,0,0
ACC-00685,Prospect,2025-04-03,53,Professional Services,22.8,0,0,0,0,2,0
ACC-00688,Prospect,2025-09-10,14,Retail,16.1,1,1,3,3,5,0
ACC-00689,Prospect,2025-12-13,51,Financial Services,65.5,0,1,2,0,3,0
ACC-00691,Prospect,2026-03-21,19,Healthcare,,0,0,0,6,7,0
ACC-00692,Prospect,2025-08-10,22,Professional Services,23.2,0,0,0,3,1,0
ACC-00693,Suspect,2025-10-10,313,Financial Services,67.9,0,0,0,6,1,0
ACC-00694,Suspect,2026-03-18,582,Financial Services,,0,0,0,3,0,0
ACC-00695,Prospect,2026-01-12,7,Manufacturing,,0,0,0,7,1,0
ACC-00696,Suspect,2025-11-22,39,Software,,2,0,0,6,0,0
ACC-00698,Suspect,2025-07-27,57,Professional Services,,0,0,0,0,0,0
ACC-00699,Prospect,2026-02-16,95,Professional Services,16.8,1,0,0,0,0,0
ACC-00703,Prospect,2026-02-19,33,Retail,25.3,2,0,0,4,0,0
ACC-00704,Suspect,2025-07-25,77,Healthcare,,0,0,0,0,5,0
ACC-00705,Suspect,2026-02-15,72,Financial Services,28.2,1,0,0,5,0,0
ACC-00706,Former Customer,2026-01-13,51,Healthcare,31.0,0,0,0,0,0,0
ACC-00708,Prospect,2025-10-28,66,Manufacturing,63.8,4,0,0,5,0,0
ACC-00709,Prospect,2025-06-29,318,Professional Services,66.2,0,0,0,0,3,0
ACC-00710,Suspect,2025-11-14,39,Software,,0,0,0,10,2,0
ACC-00711,Prospect,2025-02-12,63,Retail,8.6,1,0,0,6,2,0
ACC-00712,Suspect,2025-07-03,69,Retail,33.3,0,0,0,8,4,0
ACC-00713,Suspect,2025-04-30,86,Healthcare,13.3,0,0,0,4,0,0
ACC-00714,Suspect,2026-01-04,64,Manufacturing,23.4,1,1,3,0,0,0
ACC-00715,Suspect,2025-10-05,204,Healthcare,19.6,2,0,0,1,7,1
ACC-00716,Suspect,2025-12-18,35,Professional Services,,0,0,0,4,0,0
ACC-00719,Suspect,2024-10-02,222,Financial Services,26.5,0,0,0,0,1,0
ACC-00720,Prospect,2025-08-01,64,Manufacturing,14.6,0,0,0,0,2,0
ACC-00721,Suspect,2026-03-18,13,Financial Services,,0,0,0,0,0,0
ACC-00723,Prospect,2025-07-23,29,Financial Services,,2,0,0,6,2,0
ACC-00724,Prospect,2025-06-01,9,Retail,5.2,0,0,0,4,0,0
ACC-00725,Prospect,2025-07-14,2584,Software,18.7,1,0,0,1,1,0
ACC-00726,Prospect,2026-02-17,15,Financial Services,34.0,1,0,0,0,0,0
ACC-00727,Suspect,2025-04-16,119,Retail,36.7,0,0,0,0,4,0
ACC-00729,Prospect,2026-05-31,206,Manufacturing,8.2,3,0,0,3,0,0
ACC-00731,Prospect,2026-03-13,196,Professional Services,49.5,1,0,0,6,5,1
ACC-00733,Former Customer,2026-03-23,57,Financial Services,11.4,3,0,0,4,2,0
ACC-00734,Former Customer,2026-01-27,46,Software,4.0,0,1,0,5,7,0
ACC-00736,Prospect,2025-11-30,313,Software,20.0,2,1,0,0,1,0
ACC-00737,Former Customer,2025-07-07,66,Professional Services,,0,0,0,2,1,0
ACC-00738,Suspect,2026-04-20,16,Manufacturing,16.5,1,0,0,12,4,0
ACC-00739,Prospect,2025-04-13,97,Financial Services,17.0,1,0,0,6,3,0
ACC-00740,Suspect,2025-06-03,37,Software,25.2,0,0,0,1,5,0
ACC-00741,Former Customer,2026-03-06,20,Professional Services,,1,0,0,6,0,0
ACC-00742,Former Customer,2026-06-12,26,Manufacturing,57.6,0,0,0,2,4,0
ACC-00743,Prospect,2024-10-05,6,Financial Services,16.6,0,0,0,3,0,0
ACC-00744,Former Customer,2025-06-04,76,Retail,,1,0,0,4,1,0
ACC-00745,Former Customer,2024-09-04,8,Software,,0,0,0,0,0,0
ACC-00746,Suspect,2025-11-12,402,Retail,,0,0,0,0,0,0
ACC-00747,Suspect,2024-12-26,170,Financial Services,,5,0,0,11,0,0
ACC-00749,Prospect,2025-06-05,21,Professional Services,40.7,0,1,0,0,0,0
ACC-00750,Suspect,2026-01-01,157,Professional Services,27.1,1,1,0,8,1,0
ACC-00751,Suspect,2025-05-25,44,Retail,37.1,0,0,0,2,3,0
ACC-00753,Prospect,2025-01-01,29,Manufacturing,,0,0,0,2,0,0
ACC-00754,Suspect,2025-01-12,634,Financial Services,14.4,0,1,5,0,0,0
ACC-00755,Suspect,2026-02-25,9,Retail,50.8,0,0,0,8,2,0
ACC-00756,Suspect,2025-05-31,40,Professional Services,,0,0,0,6,1,0
ACC-00757,Prospect,2026-02-18,239,Software,,0,0,0,7,0,0
ACC-00759,Former Customer,2025-05-10,286,Software,,1,0,0,10,5,1
ACC-00760,Prospect,2025-08-29,35,Professional Services,12.8,0,0,0,0,2,0
ACC-00761,Suspect,2025-03-27,326,Retail,9.6,0,0,0,6,4,0
ACC-00762,Prospect,2025-11-30,71,Manufacturing,,0,0,0,8,2,0
ACC-00764,Prospect,2024-12-31,812,Professional Services,,0,0,0,0,3,0
ACC-00765,Prospect,2025-08-27,31,Manufacturing,10.0,3,0,0,3,0,0
ACC-00766,Suspect,2025-11-11,30,Manufacturing,3.7,2,0,0,5,0,0
ACC-00767,Prospect,2025-05-03,20,Professional Services,,1,0,0,4,2,0
ACC-00769,Suspect,2025-10-24,14,Healthcare,42.5,1,0,0,6,0,0
ACC-00770,Suspect,2025-01-10,154,Retail,,1,0,0,0,0,0
ACC-00771,Suspect,2026-02-18,399,Financial Services,13.6,1,0,0,3,0,0
ACC-00772,Suspect,2025-09-11,74,Retail,31.0,3,0,0,2,2,0
ACC-00773,Prospect,2026-01-18,89,Retail,6.8,0,1,1,4,7,0
ACC-00774,Prospect,2025-11-08,171,Healthcare,23.6,0,0,0,8,0,1
ACC-00775,Prospect,2025-04-05,4,Retail,45.0,1,0,0,8,0,0
ACC-00777,Prospect,2025-09-28,11,Healthcare,17.1,0,1,1,6,0,0
ACC-00780,Suspect,2025-12-07,32,Manufacturing,26.1,1,0,0,1,0,0
ACC-00781,Prospect,2026-03-22,40,Healthcare,17.8,0,0,0,0,0,0
ACC-00782,Prospect,2025-12-26,23,Healthcare,25.2,0,0,0,0,2,0
ACC-00783,Former Customer,2024-11-05,179,Financial Services,,1,0,0,2,0,0
ACC-00784,Prospect,2025-07-31,12,Manufacturing,,2,0,0,0,0,0
ACC-00785,Prospect,2025-09-29,45,Manufacturing,14.0,0,1,2,7,2,0
ACC-00786,Prospect,2025-12-12,18,Healthcare,,1,1,0,0,4,0
ACC-00788,Prospect,2025-07-31,45,Manufacturing,33.4,0,0,0,4,2,0
ACC-00790,Suspect,2025-05-09,51,Financial Services,52.7,0,1,3,10,1,0
ACC-00791,Suspect,2025-02-05,64,Manufacturing,,0,1,2,0,0,0
ACC-00792,Prospect,2025-03-08,170,Retail,,0,0,0,3,1,0
ACC-00793,Suspect,2026-04-04,161,Software,,1,0,0,7,0,0
ACC-00794,Prospect,2025-11-09,40,Healthcare,41.1,5,1,0,1,0,0
ACC-00795,Suspect,2026-05-31,79,Software,43.8,1,0,0,6,0,0
ACC-00796,Prospect,2025-08-30,8,Software,,0,0,0,3,2,0
ACC-00797,Prospect,2026-04-18,85,Retail,34.9,2,1,3,2,3,0
ACC-00798,Prospect,2025-07-01,27,Healthcare,,0,0,0,0,0,0
ACC-00799,Suspect,2025-07-21,107,Healthcare,,2,0,0,4,0,0
ACC-00801,Suspect,2025-07-30,79,Retail,,2,0,0,0,3,0
ACC-00804,Prospect,2025-11-19,177,Software,41.6,0,0,0,0,0,0
ACC-00807,Prospect,2026-04-23,14,Manufacturing,12.3,0,0,0,0,4,1
ACC-00809,Suspect,2025-11-27,172,Software,,1,0,0,2,2,0
ACC-00810,Suspect,2024-09-26,113,Manufacturing,,0,0,0,7,0,0
ACC-00811,Suspect,2026-03-04,78,Retail,24.5,3,1,0,0,0,0
ACC-00812,Prospect,2025-11-11,106,Software,19.5,2,0,0,5,3,1
ACC-00813,Prospect,2026-05-20,103,Healthcare,15.4,2,1,0,2,0,0
ACC-00814,Prospect,2025-08-02,38,Professional Services,4.0,0,0,0,1,1,0
ACC-00815,Prospect,2025-08-18,289,Healthcare,,0,1,4,3,0,0
ACC-00816,Prospect,2025-05-14,90,Retail,24.9,4,0,0,1,1,0
ACC-00817,Prospect,2025-02-01,17,Professional Services,,0,0,0,0,0,0
ACC-00818,Prospect,2025-03-13,25,Retail,,3,0,0,0,3,0
ACC-00819,Former Customer,2025-10-30,307,Manufacturing,,5,0,0,2,0,0
ACC-00820,Suspect,2025-04-30,213,Financial Services,25.8,0,1,0,4,2,0
ACC-00821,Former Customer,2026-05-13,283,Software,11.4,2,0,0,2,2,0
ACC-00822,Prospect,2026-01-21,11,Financial Services,,0,0,0,1,1,0
ACC-00823,Prospect,2025-12-09,17,Healthcare,,2,0,0,8,1,0
ACC-00825,Suspect,2026-04-10,103,Manufacturing,,3,0,0,1,3,0
ACC-00826,Suspect,2026-01-20,23,Healthcare,,0,0,0,0,2,0
ACC-00827,Suspect,2025-04-18,24,Professional Services,21.9,0,0,0,2,0,0
ACC-00829,Prospect,2026-01-09,91,Professional Services,63.8,0,1,3,2,0,0
ACC-00830,Prospect,2025-06-07,18,Healthcare,,1,0,0,1,3,0
ACC-00831,Prospect,2025-08-27,41,Retail,,0,0,0,0,4,1
ACC-00834,Suspect,2025-01-24,25,Manufacturing,5.2,2,1,1,2,3,0
ACC-00835,Prospect,2026-01-03,29,Professional Services,11.5,1,0,0,0,2,0
ACC-00836,Suspect,2025-01-20,11,Professional Services,,0,0,0,6,0,0
ACC-00837,Prospect,2025-09-03,21,Professional Services,,0,0,0,10,0,0
ACC-00838,Suspect,2025-09-21,129,Manufacturing,,0,1,2,0,0,0
ACC-00840,Prospect,2025-12-31,16,Professional Services,11.4,0,0,0,1,2,0
ACC-00841,Prospect,2026-05-20,18,Financial Services,,0,0,0,0,0,0
ACC-00842,Prospect,2025-09-10,68,Professional Services,,0,0,0,1,0,0
ACC-00843,Prospect,2025-04-04,37,Professional Services,36.2,0,0,0,2,0,0
ACC-00844,Suspect,2025-09-17,23,Professional Services,18.7,1,0,0,6,0,0
ACC-00845,Former Customer,2025-10-24,25,Retail,,0,0,0,5,2,0
ACC-00846,Prospect,2025-08-25,163,Healthcare,26.0,0,0,0,0,2,0
ACC-00847,Prospect,2026-03-19,59,Retail,11.6,2,0,0,3,3,0
ACC-00848,Suspect,2026-03-16,54,Financial Services,29.8,1,0,0,4,2,1
ACC-00849,Prospect,2025-11-30,103,Professional Services,2.3,0,0,0,4,0,0
